ticker,endeks_adi,olcum_tarihi
IMASM,BIST TÜM-100,2026-08-08
IMASM,BIST ANA,2026-08-08
IMASM,BIST KONYA,2026-08-08
IMASM,BIST 500,2026-08-08
IMASM,"BIST METAL EŞYA, MAKİNA",2026-08-08
INDES,BIST 500,2026-08-08
INDES,BIST TÜM-100,2026-08-08
INDES,BIST YILDIZ,2026-08-08
INDES,BIST TEKNOLOJİ,2026-08-08
INDES,BIST TÜM,2026-08-08
INDES,BIST İSTANBUL,2026-08-08
INDES,BIST BİLİŞİM,2026-08-08
INFO,BIST TÜM-100,2026-08-08
INFO,BIST MALİ,2026-08-08
INFO,BIST TÜM,2026-08-08
INFO,BIST ARACI KURUM,2026-08-08
INFO,BIST 500,2026-08-08
INFO,BIST ANA,2026-08-08
INGRM,BIST TEKNOLOJİ,2026-08-08
INGRM,BIST 500,2026-08-08
INGRM,BIST TÜM-100,2026-08-08
INGRM,BIST İSTANBUL,2026-08-08
INGRM,BIST TÜM,2026-08-08
INGRM,BIST ANA,2026-08-08
INGRM,BIST BİLİŞİM,2026-08-08
INGRM,BIST KATILIM TUM,2026-08-08
INTEM,BIST KATILIM TUM,2026-08-08
INTEM,BIST İSTANBUL,2026-08-08
INTEM,BIST 500,2026-08-08
INTEM,BIST HİZMETLER,2026-08-08
INTEM,BIST TOPTAN TICARET,2026-08-08
INTEM,BIST TÜM-100,2026-08-08
INTEM,BIST ANA,2026-08-08
INTEM,BIST TÜM,2026-08-08
INTEM,BIST TİCARET,2026-08-08
INVEO,BIST 500,2026-08-08
INVEO,BIST İSTANBUL,2026-08-08
INVEO,BIST YILDIZ,2026-08-08
INVEO,BIST HOLDİNG VE YATIRIM,2026-08-08
INVEO,BIST MALİ,2026-08-08
INVEO,BIST TÜM-100,2026-08-08
INVEO,BIST TÜM,2026-08-08
INVES,BIST GERİ ALIM,2026-08-08
INVES,BIST TÜM,2026-08-08
INVES,BIST HOLDİNG VE YATIRIM,2026-08-08
INVES,BIST YILDIZ,2026-08-08
INVES,BIST 500,2026-08-08
INVES,BIST MALİ,2026-08-08
INVES,BIST İSTANBUL,2026-08-08
INVES,BIST TÜM-100,2026-08-08
ISATR,BIST 50,2026-08-08
ISATR,BIST 100,2026-08-08
ISATR,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ISATR,BIST LİKİT BANKA,2026-08-08
ISATR,BIST 30,2026-08-08
ISATR,BIST TÜM,2026-08-08
ISATR,BIST TEMETTÜ 25,2026-08-08
ISATR,BIST TÜM-100,2026-08-08
ISATR,BIST 500,2026-08-08
ISATR,BIST MALİ,2026-08-08
ISATR,BIST TEMETTU 5 YIL,2026-08-08
ISATR,BIST TEMETTÜ,2026-08-08
ISATR,BIST YILDIZ,2026-08-08
ISATR,BIST BANKA,2026-08-08
ISATR,BIST SÜRDÜRÜLEBİLİRLİK 25,2026-08-08
ISBTR,BIST 50,2026-08-08
ISBTR,BIST 100,2026-08-08
ISBTR,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ISBTR,BIST LİKİT BANKA,2026-08-08
ISBTR,BIST 30,2026-08-08
ISBTR,BIST TÜM,2026-08-08
ISBTR,BIST TEMETTÜ 25,2026-08-08
ISBTR,BIST TÜM-100,2026-08-08
ISBTR,BIST 500,2026-08-08
ISBTR,BIST MALİ,2026-08-08
ISBTR,BIST TEMETTU 5 YIL,2026-08-08
ISBTR,BIST TEMETTÜ,2026-08-08
ISBTR,BIST YILDIZ,2026-08-08
ISBTR,BIST BANKA,2026-08-08
ISBTR,BIST SÜRDÜRÜLEBİLİRLİK 25,2026-08-08
ISCTR,BIST 50,2026-08-08
ISCTR,BIST 100,2026-08-08
ISCTR,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ISCTR,BIST LİKİT BANKA,2026-08-08
ISCTR,BIST 30,2026-08-08
ISCTR,BIST TÜM,2026-08-08
ISCTR,BIST TEMETTÜ 25,2026-08-08
ISCTR,BIST TÜM-100,2026-08-08
ISCTR,BIST 500,2026-08-08
ISCTR,BIST MALİ,2026-08-08
ISCTR,BIST TEMETTU 5 YIL,2026-08-08
ISCTR,BIST TEMETTÜ,2026-08-08
ISCTR,BIST YILDIZ,2026-08-08
ISCTR,BIST BANKA,2026-08-08
ISCTR,BIST SÜRDÜRÜLEBİLİRLİK 25,2026-08-08
ISDMR,BIST TÜM,2026-08-08
ISDMR,BIST METAL ANA,2026-08-08
ISDMR,BIST SÜRDÜRÜLEBİLİRLİK KATILIM,2026-08-08
ISDMR,BIST 500,2026-08-08
ISDMR,BIST YILDIZ,2026-08-08
ISDMR,BIST SINAİ,2026-08-08
ISDMR,BIST KATILIM TEMETTU,2026-08-08
ISDMR,BIST KATILIM TUM,2026-08-08
ISDMR,BIST KURUMSAL YÖNETİM,2026-08-08
ISDMR,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ISDMR,BIST TEMETTÜ,2026-08-08
ISDMR,BIST KATILIM 100,2026-08-08
ISDMR,BIST TÜM-100,2026-08-08
ISFIN,BIST TÜM,2026-08-08
ISFIN,BIST MALİ,2026-08-08
ISFIN,BIST TÜM-100,2026-08-08
ISFIN,BIST YILDIZ,2026-08-08
ISFIN,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ISFIN,BIST 500,2026-08-08
ISFIN,BIST FİN. KİR. FAKTORİNG,2026-08-08
ISFIN,BIST KURUMSAL YÖNETİM,2026-08-08
ISGSY,BIST 500,2026-08-08
ISGSY,BIST MALİ,2026-08-08
ISGSY,BIST TÜM-100,2026-08-08
ISGSY,BIST TÜM,2026-08-08
ISGSY,BIST ANA,2026-08-08
ISGSY,BIST GIRISIM SERMAYESI Y.O.,2026-08-08
ISGYO,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ISGYO,BIST 500,2026-08-08
ISGYO,BIST TÜM,2026-08-08
ISGYO,BIST MALİ,2026-08-08
ISGYO,BIST TÜM-100,2026-08-08
ISGYO,BIST YILDIZ,2026-08-08
ISGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
ISKPL,BIST TÜM,2026-08-08
ISKPL,BIST YILDIZ,2026-08-08
ISKPL,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
ISKPL,BIST KOCAELİ,2026-08-08
ISKPL,BIST TÜM-100,2026-08-08
ISKPL,BIST SINAİ,2026-08-08
ISKPL,BIST 500,2026-08-08
ISKUR,BIST 50,2026-08-08
ISKUR,BIST 100,2026-08-08
ISKUR,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ISKUR,BIST LİKİT BANKA,2026-08-08
ISKUR,BIST 30,2026-08-08
ISKUR,BIST TÜM,2026-08-08
ISKUR,BIST TEMETTÜ 25,2026-08-08
ISKUR,BIST TÜM-100,2026-08-08
ISKUR,BIST 500,2026-08-08
ISKUR,BIST MALİ,2026-08-08
ISKUR,BIST TEMETTU 5 YIL,2026-08-08
ISKUR,BIST TEMETTÜ,2026-08-08
ISKUR,BIST YILDIZ,2026-08-08
ISKUR,BIST BANKA,2026-08-08
ISKUR,BIST SÜRDÜRÜLEBİLİRLİK 25,2026-08-08
ISMEN,BIST TEMETTU 5 YIL,2026-08-08
ISMEN,BIST MALİ,2026-08-08
ISMEN,BIST YILDIZ,2026-08-08
ISMEN,BIST TEMETTÜ,2026-08-08
ISMEN,BIST 500,2026-08-08
ISMEN,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ISMEN,BIST TEMETTÜ 25,2026-08-08
ISMEN,BIST 100,2026-08-08
ISMEN,BIST TEMETTU 10 YIL,2026-08-08
ISMEN,BIST 100-30,2026-08-08
ISMEN,BIST TÜM,2026-08-08
ISMEN,BIST ARACI KURUM,2026-08-08
ISSEN,BIST TÜM,2026-08-08
ISSEN,BIST ANA,2026-08-08
ISSEN,BIST BALIKESİR,2026-08-08
ISSEN,"BIST TEKSTİL, DERİ",2026-08-08
ISSEN,BIST TÜM-100,2026-08-08
ISSEN,BIST SINAİ,2026-08-08
ISVEA,BIST ANA,2026-08-08
ISVEA,BIST SINAİ,2026-08-08
ISVEA,"BIST TAŞ, TOPRAK",2026-08-08
ISVEA,BIST TÜM-100,2026-08-08
ISVEA,BIST HALKA ARZ,2026-08-08
ISVEA,BIST TÜM,2026-08-08
ISYAT,BIST MENKUL KIYM Y.O.,2026-08-08
IYF,BIST TÜM-100,2026-08-08
IYF,BIST MALİ,2026-08-08
IYF,BIST TÜM,2026-08-08
IYF,BIST ARACI KURUM,2026-08-08
IYF,BIST 500,2026-08-08
IYF,BIST ANA,2026-08-08
IYM,BIST TEMETTU 5 YIL,2026-08-08
IYM,BIST MALİ,2026-08-08
IYM,BIST YILDIZ,2026-08-08
IYM,BIST TEMETTÜ,2026-08-08
IYM,BIST 500,2026-08-08
IYM,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
IYM,BIST TEMETTÜ 25,2026-08-08
IYM,BIST 100,2026-08-08
IYM,BIST TEMETTU 10 YIL,2026-08-08
IYM,BIST 100-30,2026-08-08
IYM,BIST TÜM,2026-08-08
IYM,BIST ARACI KURUM,2026-08-08
IZENR,BIST 100,2026-08-08
IZENR,BIST TÜM,2026-08-08
IZENR,BIST 500,2026-08-08
IZENR,BIST HİZMETLER,2026-08-08
IZENR,BIST YILDIZ,2026-08-08
IZENR,BIST 100-30,2026-08-08
IZENR,BIST İZMİR,2026-08-08
IZENR,BIST ELEKTRİK,2026-08-08
IZFAS,BIST KOBI SANAYİ,2026-08-08
IZFAS,BIST KATILIM 50,2026-08-08
IZFAS,BIST 500,2026-08-08
IZFAS,BIST KATILIM TUM,2026-08-08
IZFAS,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
IZFAS,BIST KATILIM 100,2026-08-08
IZFAS,BIST TÜM,2026-08-08
IZFAS,BIST ANA,2026-08-08
IZFAS,BIST SINAİ,2026-08-08
IZFAS,BIST TÜM-100,2026-08-08
IZFAS,BIST İZMİR,2026-08-08
IZINV,BIST TÜM-100,2026-08-08
IZINV,BIST KOBI SANAYİ,2026-08-08
IZINV,BIST KATILIM TUM,2026-08-08
IZINV,BIST ANA,2026-08-08
IZINV,BIST SINAİ,2026-08-08
IZINV,BIST TÜM,2026-08-08
IZINV,BIST İSTANBUL,2026-08-08
IZMDC,BIST SINAİ,2026-08-08
IZMDC,BIST İZMİR,2026-08-08
IZMDC,BIST TÜM,2026-08-08
IZMDC,BIST METAL ANA,2026-08-08
IZMDC,BIST ANA,2026-08-08
IZMDC,BIST 500,2026-08-08
IZMDC,BIST TÜM-100,2026-08-08
JANTS,"BIST METAL EŞYA, MAKİNA",2026-08-08
JANTS,BIST TÜM,2026-08-08
JANTS,BIST ANA,2026-08-08
JANTS,BIST KATILIM TEMETTU,2026-08-08
JANTS,BIST SINAİ,2026-08-08
JANTS,BIST KATILIM 100,2026-08-08
JANTS,BIST 500,2026-08-08
JANTS,BIST TEMETTU 5 YIL,2026-08-08
JANTS,BIST AYDIN,2026-08-08
JANTS,BIST TEMETTU 10 YIL,2026-08-08
JANTS,BIST TÜM-100,2026-08-08
JANTS,BIST KATILIM TUM,2026-08-08
JANTS,BIST GERİ ALIM,2026-08-08
KAPLM,BIST SINAİ,2026-08-08
KAPLM,BIST İZMİR,2026-08-08
KAPLM,"BIST ORMAN, KAĞIT, BASIM",2026-08-08
KAPLM,BIST TÜM-100,2026-08-08
KAPLM,BIST 500,2026-08-08
KAPLM,BIST TÜM,2026-08-08
KAPLM,BIST ANA,2026-08-08
KARCL,BIST HALKA ARZ,2026-08-08
KARCL,BIST YILDIZ,2026-08-08
KARCL,BIST TÜM-100,2026-08-08
KARCL,BIST SINAİ,2026-08-08
KARCL,BIST İZMİR,2026-08-08
KARCL,BIST METAL ANA,2026-08-08
KARCL,BIST TÜM,2026-08-08
KAREL,BIST 500,2026-08-08
KAREL,BIST ANKARA,2026-08-08
KAREL,BIST TÜM,2026-08-08
KAREL,BIST TÜM-100,2026-08-08
KAREL,BIST BİLİŞİM,2026-08-08
KAREL,BIST YILDIZ,2026-08-08
KAREL,BIST TEKNOLOJİ,2026-08-08
KARSN,BIST YILDIZ,2026-08-08
KARSN,BIST 500,2026-08-08
KARSN,BIST KATILIM 100,2026-08-08
KARSN,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
KARSN,"BIST METAL EŞYA, MAKİNA",2026-08-08
KARSN,BIST TÜM,2026-08-08
KARSN,BIST TÜM-100,2026-08-08
KARSN,BIST SINAİ,2026-08-08
KARSN,BIST BURSA,2026-08-08
KARSN,BIST KATILIM 50,2026-08-08
KARSN,BIST KATILIM TUM,2026-08-08
KARTN,BIST SINAİ,2026-08-08
KARTN,BIST ANA,2026-08-08
KARTN,BIST TÜM,2026-08-08
KARTN,BIST 500,2026-08-08
KARTN,BIST KOCAELİ,2026-08-08
KARTN,"BIST ORMAN, KAĞIT, BASIM",2026-08-08
KARTN,BIST TÜM-100,2026-08-08
KATMR,BIST KATILIM 100,2026-08-08
KATMR,BIST TÜM-100,2026-08-08
KATMR,BIST İZMİR,2026-08-08
KATMR,BIST KATILIM TUM,2026-08-08
KATMR,BIST 500,2026-08-08
KATMR,BIST TÜM,2026-08-08
KATMR,"BIST METAL EŞYA, MAKİNA",2026-08-08
KATMR,BIST KATILIM 50,2026-08-08
KATMR,BIST SINAİ,2026-08-08
KATMR,BIST YILDIZ,2026-08-08
KAYSE,BIST SINAİ,2026-08-08
KAYSE,BIST TÜM,2026-08-08
KAYSE,BIST TÜM-100,2026-08-08
KAYSE,BIST YILDIZ,2026-08-08
KAYSE,BIST KURUMSAL YÖNETİM,2026-08-08
KAYSE,"BIST GIDA, İÇECEK",2026-08-08
KAYSE,BIST 500,2026-08-08
KAYSE,BIST KAYSERİ,2026-08-08
KBORU,BIST TÜM,2026-08-08
KBORU,BIST TÜM-100,2026-08-08
KBORU,BIST 500,2026-08-08
KBORU,BIST TEMETTÜ,2026-08-08
KBORU,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
KBORU,BIST SINAİ,2026-08-08
KBORU,BIST YILDIZ,2026-08-08
KBORU,BIST KATILIM TUM,2026-08-08
KBORU,BIST KATILIM 100,2026-08-08
KCAER,BIST KATILIM 50,2026-08-08
KCAER,BIST SINAİ,2026-08-08
KCAER,BIST METAL ANA,2026-08-08
KCAER,BIST 500,2026-08-08
KCAER,BIST TÜM-100,2026-08-08
KCAER,BIST TEMETTÜ,2026-08-08
KCAER,BIST KATILIM 100,2026-08-08
KCAER,BIST İZMİR,2026-08-08
KCAER,BIST KATILIM TUM,2026-08-08
KCAER,BIST KATILIM TEMETTU,2026-08-08
KCAER,BIST TÜM,2026-08-08
KCAER,BIST YILDIZ,2026-08-08
KCHOL,BIST HOLDİNG VE YATIRIM,2026-08-08
KCHOL,BIST SÜRDÜRÜLEBİLİRLİK 25,2026-08-08
KCHOL,BIST TEMETTU 5 YIL,2026-08-08
KCHOL,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
KCHOL,BIST MALİ,2026-08-08
KCHOL,BIST TEMETTU 10 YIL,2026-08-08
KCHOL,BIST BANKA DIŞI LİKİT 10,2026-08-08
KCHOL,BIST İSTANBUL,2026-08-08
KCHOL,BIST YILDIZ,2026-08-08
KCHOL,BIST 50,2026-08-08
KCHOL,BIST TEMETTÜ,2026-08-08
KCHOL,BIST 500,2026-08-08
KCHOL,BIST TEMETTÜ 25,2026-08-08
KCHOL,BIST 30,2026-08-08
KCHOL,BIST 100,2026-08-08
KCHOL,BIST TÜM,2026-08-08
KFEIN,BIST TEMETTÜ,2026-08-08
KFEIN,BIST 500,2026-08-08
KFEIN,BIST BİLİŞİM,2026-08-08
KFEIN,BIST KURUMSAL YÖNETİM,2026-08-08
KFEIN,BIST TEKNOLOJİ,2026-08-08
KFEIN,BIST TEMETTU 5 YIL,2026-08-08
KFEIN,BIST ANA,2026-08-08
KFEIN,BIST TÜM-100,2026-08-08
KFEIN,BIST TÜM,2026-08-08
KFEIN,BIST İSTANBUL,2026-08-08
KGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
KGYO,BIST ANA,2026-08-08
KGYO,BIST MALİ,2026-08-08
KGYO,BIST TÜM,2026-08-08
KGYO,BIST TÜM-100,2026-08-08
KGYO,BIST 500,2026-08-08
KIMMR,BIST TÜM,2026-08-08
KIMMR,BIST 500,2026-08-08
KIMMR,BIST TİCARET,2026-08-08
KIMMR,BIST PERAKENDE TICARET,2026-08-08
KIMMR,BIST TÜM-100,2026-08-08
KIMMR,BIST ANA,2026-08-08
KIMMR,BIST KATILIM TUM,2026-08-08
KIMMR,BIST HİZMETLER,2026-08-08
KLGYO,BIST 500,2026-08-08
KLGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
KLGYO,BIST YILDIZ,2026-08-08
KLGYO,BIST TÜM,2026-08-08
KLGYO,BIST TÜM-100,2026-08-08
KLGYO,BIST MALİ,2026-08-08
KLKIM,"BIST TAŞ, TOPRAK",2026-08-08
KLKIM,BIST SINAİ,2026-08-08
KLKIM,BIST TÜM-100,2026-08-08
KLKIM,BIST TEMETTÜ,2026-08-08
KLKIM,BIST 500,2026-08-08
KLKIM,BIST KURUMSAL YÖNETİM,2026-08-08
KLKIM,BIST TÜM,2026-08-08
KLKIM,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
KLKIM,BIST İSTANBUL,2026-08-08
KLKIM,BIST YILDIZ,2026-08-08
KLMSN,"BIST METAL EŞYA, MAKİNA",2026-08-08
KLMSN,BIST ANA,2026-08-08
KLMSN,BIST 500,2026-08-08
KLMSN,BIST TÜM-100,2026-08-08
KLMSN,BIST MANİSA,2026-08-08
KLMSN,BIST SINAİ,2026-08-08
KLMSN,BIST TÜM,2026-08-08
KLRHO,BIST MALİ,2026-08-08
KLRHO,BIST 100,2026-08-08
KLRHO,BIST HOLDİNG VE YATIRIM,2026-08-08
KLRHO,BIST YILDIZ,2026-08-08
KLRHO,BIST 500,2026-08-08
KLRHO,BIST 100-30,2026-08-08
KLRHO,BIST TÜM,2026-08-08
KLRHO,BIST İSTANBUL,2026-08-08
KLSER,BIST SINAİ,2026-08-08
KLSER,BIST KATILIM TUM,2026-08-08
KLSER,BIST TÜM,2026-08-08
KLSER,BIST TÜM-100,2026-08-08
KLSER,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
KLSER,BIST KURUMSAL YÖNETİM,2026-08-08
KLSER,BIST 500,2026-08-08
KLSER,BIST YILDIZ,2026-08-08
KLSER,"BIST TAŞ, TOPRAK",2026-08-08
KLSER,BIST SÜRDÜRÜLEBİLİRLİK KATILIM,2026-08-08
KLSYN,BIST TÜM-100,2026-08-08
KLSYN,"BIST ORMAN, KAĞIT, BASIM",2026-08-08
KLSYN,BIST GERİ ALIM,2026-08-08
KLSYN,BIST 500,2026-08-08
KLSYN,BIST SINAİ,2026-08-08
KLSYN,BIST KATILIM TUM,2026-08-08
KLSYN,BIST TEKİRDAĞ,2026-08-08
KLSYN,BIST TÜM,2026-08-08
KLSYN,BIST ANA,2026-08-08
KLYPV,BIST 500,2026-08-08
KLYPV,BIST YILDIZ,2026-08-08
KLYPV,BIST ELEKTRİK,2026-08-08
KLYPV,BIST ANKARA,2026-08-08
KLYPV,BIST TÜM-100,2026-08-08
KLYPV,BIST HİZMETLER,2026-08-08
KLYPV,BIST TÜM,2026-08-08
KLYPV,BIST HALKA ARZ,2026-08-08
KMPUR,BIST KOCAELİ,2026-08-08
KMPUR,BIST TÜM-100,2026-08-08
KMPUR,BIST YILDIZ,2026-08-08
KMPUR,BIST KATILIM TUM,2026-08-08
KMPUR,BIST KURUMSAL YÖNETİM,2026-08-08
KMPUR,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
KMPUR,BIST TÜM,2026-08-08
KMPUR,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
KMPUR,BIST SINAİ,2026-08-08
KMPUR,BIST 500,2026-08-08
KMPUR,BIST SÜRDÜRÜLEBİLİRLİK KATILIM,2026-08-08
KNFRT,BIST SINAİ,2026-08-08
KNFRT,BIST TÜM-100,2026-08-08
KNFRT,BIST 500,2026-08-08
KNFRT,BIST KATILIM TUM,2026-08-08
KNFRT,BIST ANA,2026-08-08
KNFRT,BIST İSTANBUL,2026-08-08
KNFRT,BIST TÜM,2026-08-08
KOCMT,BIST KATILIM TUM,2026-08-08
KOCMT,BIST SINAİ,2026-08-08
KOCMT,BIST TÜM,2026-08-08
KOCMT,BIST TÜM-100,2026-08-08
KOCMT,BIST YILDIZ,2026-08-08
KOCMT,BIST GERİ ALIM,2026-08-08
KOCMT,BIST 500,2026-08-08
KOCMT,BIST METAL ANA,2026-08-08
KONKA,BIST KATILIM TUM,2026-08-08
KONKA,BIST SINAİ,2026-08-08
KONKA,BIST GERİ ALIM,2026-08-08
KONKA,"BIST ORMAN, KAĞIT, BASIM",2026-08-08
KONKA,BIST KONYA,2026-08-08
KONKA,BIST 500,2026-08-08
KONKA,BIST ANA,2026-08-08
KONKA,BIST TÜM-100,2026-08-08
KONKA,BIST TÜM,2026-08-08
KONYA,"BIST TAŞ, TOPRAK",2026-08-08
KONYA,BIST 500,2026-08-08
KONYA,BIST TÜM,2026-08-08
KONYA,BIST KONYA,2026-08-08
KONYA,BIST YILDIZ,2026-08-08
KONYA,BIST KATILIM TUM,2026-08-08
KONYA,BIST SINAİ,2026-08-08
KONYA,BIST TÜM-100,2026-08-08
KOPOL,BIST 500,2026-08-08
KOPOL,BIST YILDIZ,2026-08-08
KOPOL,BIST KATILIM TUM,2026-08-08
KOPOL,BIST KATILIM 100,2026-08-08
KOPOL,BIST SINAİ,2026-08-08
KOPOL,BIST TÜM-100,2026-08-08
KOPOL,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
KOPOL,BIST TÜM,2026-08-08
KORDS,"BIST TEKSTİL, DERİ",2026-08-08
KORDS,BIST KOCAELİ,2026-08-08
KORDS,BIST SINAİ,2026-08-08
KORDS,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
KORDS,BIST YILDIZ,2026-08-08
KORDS,BIST TÜM,2026-08-08
KORDS,BIST 500,2026-08-08
KORDS,BIST TÜM-100,2026-08-08
KOTON,BIST TİCARET,2026-08-08
KOTON,BIST TÜM,2026-08-08
KOTON,BIST TÜM-100,2026-08-08
KOTON,BIST KATILIM TUM,2026-08-08
KOTON,BIST 500,2026-08-08
KOTON,BIST HİZMETLER,2026-08-08
KOTON,BIST PERAKENDE TICARET,2026-08-08
KOTON,BIST YILDIZ,2026-08-08
KRDMA,BIST TÜM,2026-08-08
KRDMA,BIST KATILIM 100,2026-08-08
KRDMA,BIST 30,2026-08-08
KRDMA,BIST 500,2026-08-08
KRDMA,BIST YILDIZ,2026-08-08
KRDMA,BIST METAL ANA,2026-08-08
KRDMA,BIST 50,2026-08-08
KRDMA,BIST KATILIM TUM,2026-08-08
KRDMA,BIST KATILIM 50,2026-08-08
KRDMA,BIST 100,2026-08-08
KRDMA,BIST SINAİ,2026-08-08
KRDMA,BIST KATILIM 30,2026-08-08
KRDMA,BIST TÜM-100,2026-08-08
KRDMB,BIST TÜM,2026-08-08
KRDMB,BIST KATILIM 100,2026-08-08
KRDMB,BIST 30,2026-08-08
KRDMB,BIST 500,2026-08-08
KRDMB,BIST YILDIZ,2026-08-08
KRDMB,BIST METAL ANA,2026-08-08
KRDMB,BIST 50,2026-08-08
KRDMB,BIST KATILIM TUM,2026-08-08
KRDMB,BIST KATILIM 50,2026-08-08
KRDMB,BIST 100,2026-08-08
KRDMB,BIST SINAİ,2026-08-08
KRDMB,BIST KATILIM 30,2026-08-08
KRDMB,BIST TÜM-100,2026-08-08
KRDMD,BIST TÜM,2026-08-08
KRDMD,BIST KATILIM 100,2026-08-08
KRDMD,BIST 30,2026-08-08
KRDMD,BIST 500,2026-08-08
KRDMD,BIST YILDIZ,2026-08-08
KRDMD,BIST METAL ANA,2026-08-08
KRDMD,BIST 50,2026-08-08
KRDMD,BIST KATILIM TUM,2026-08-08
KRDMD,BIST KATILIM 50,2026-08-08
KRDMD,BIST 100,2026-08-08
KRDMD,BIST SINAİ,2026-08-08
KRDMD,BIST KATILIM 30,2026-08-08
KRDMD,BIST TÜM-100,2026-08-08
KRGYO,BIST TÜM-100,2026-08-08
KRGYO,BIST KATILIM TUM,2026-08-08
KRGYO,BIST MALİ,2026-08-08
KRGYO,BIST ANA,2026-08-08
KRGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
KRGYO,BIST 500,2026-08-08
KRGYO,BIST TÜM,2026-08-08
KRONT,BIST ANA,2026-08-08
KRONT,BIST BİLİŞİM,2026-08-08
KRONT,BIST TÜM,2026-08-08
KRONT,BIST TEKNOLOJİ,2026-08-08
KRONT,BIST KATILIM TUM,2026-08-08
KRONT,BIST TÜM-100,2026-08-08
KRONT,BIST 500,2026-08-08
KRONT,BIST İSTANBUL,2026-08-08
KRPLS,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
KRPLS,BIST ANA,2026-08-08
KRPLS,BIST SINAİ,2026-08-08
KRPLS,BIST KATILIM TUM,2026-08-08
KRPLS,BIST İSTANBUL,2026-08-08
KRPLS,BIST TÜM,2026-08-08
KRPLS,BIST TÜM-100,2026-08-08
KRPLS,BIST 500,2026-08-08
KRSTL,BIST TÜM,2026-08-08
KRSTL,BIST BALIKESİR,2026-08-08
KRSTL,"BIST GIDA, İÇECEK",2026-08-08
KRSTL,BIST TÜM-100,2026-08-08
KRSTL,BIST ANA,2026-08-08
KRSTL,BIST 500,2026-08-08
KRSTL,BIST KATILIM TUM,2026-08-08
KRSTL,BIST SINAİ,2026-08-08
KRTEK,BIST TÜM-100,2026-08-08
KRTEK,BIST SINAİ,2026-08-08
KRTEK,BIST KAYSERİ,2026-08-08
KRTEK,"BIST TEKSTİL, DERİ",2026-08-08
KRTEK,BIST TÜM,2026-08-08
KRVGD,BIST 500,2026-08-08
KRVGD,BIST ANA,2026-08-08
KRVGD,BIST TÜM-100,2026-08-08
KRVGD,BIST KATILIM TUM,2026-08-08
KRVGD,"BIST GIDA, İÇECEK",2026-08-08
KRVGD,BIST SINAİ,2026-08-08
KRVGD,BIST TÜM,2026-08-08
KRVGD,BIST İSTANBUL,2026-08-08
KTLEV,BIST 500,2026-08-08
KTLEV,BIST TEMETTÜ,2026-08-08
KTLEV,BIST KATILIM 100,2026-08-08
KTLEV,BIST YILDIZ,2026-08-08
KTLEV,BIST KATILIM TUM,2026-08-08
KTLEV,BIST 50,2026-08-08
KTLEV,BIST TÜM,2026-08-08
KTLEV,BIST KATILIM 50,2026-08-08
KTLEV,BIST 100-30,2026-08-08
KTLEV,BIST MALİ,2026-08-08
KTLEV,BIST KATILIM TEMETTU,2026-08-08
KTLEV,BIST KATILIM 30,2026-08-08
KTLEV,BIST 100,2026-08-08
KTSKR,BIST ANA,2026-08-08
KTSKR,BIST SINAİ,2026-08-08
KTSKR,"BIST GIDA, İÇECEK",2026-08-08
KTSKR,BIST TÜM-100,2026-08-08
KTSKR,BIST 500,2026-08-08
KTSKR,BIST TÜM,2026-08-08
KUTPO,"BIST TAŞ, TOPRAK",2026-08-08
KUTPO,BIST ANA,2026-08-08
KUTPO,BIST TÜM-100,2026-08-08
KUTPO,BIST KATILIM TUM,2026-08-08
KUTPO,BIST 500,2026-08-08
KUTPO,BIST TÜM,2026-08-08
KUTPO,BIST SINAİ,2026-08-08
KUVVA,BIST TİCARET,2026-08-08
KUVVA,BIST TÜM-100,2026-08-08
KUVVA,BIST TÜM,2026-08-08
KUVVA,BIST TOPTAN TICARET,2026-08-08
KUVVA,BIST HİZMETLER,2026-08-08
KUVVA,BIST İSTANBUL,2026-08-08
KUYAS,BIST YILDIZ,2026-08-08
KUYAS,BIST HİZMETLER,2026-08-08
