ticker,endeks_adi,olcum_tarihi
CONSE,BIST HİZMETLER,2026-08-08
COSMO,BIST MALİ,2026-08-08
COSMO,BIST İSTANBUL,2026-08-08
COSMO,BIST TÜM,2026-08-08
COSMO,BIST HOLDİNG VE YATIRIM,2026-08-08
COSMO,BIST KATILIM TUM,2026-08-08
COSMO,BIST TÜM-100,2026-08-08
CRDFA,BIST FİN. KİR. FAKTORİNG,2026-08-08
CRDFA,BIST KURUMSAL YÖNETİM,2026-08-08
CRDFA,BIST TÜM-100,2026-08-08
CRDFA,BIST TÜM,2026-08-08
CRDFA,BIST MALİ,2026-08-08
CRFSA,BIST PERAKENDE TICARET,2026-08-08
CRFSA,BIST HİZMETLER,2026-08-08
CRFSA,BIST TÜM-100,2026-08-08
CRFSA,BIST 500,2026-08-08
CRFSA,BIST TİCARET,2026-08-08
CRFSA,BIST TÜM,2026-08-08
CRFSA,BIST ANA,2026-08-08
CUSAN,BIST SINAİ,2026-08-08
CUSAN,BIST TÜM-100,2026-08-08
CUSAN,BIST ANA,2026-08-08
CUSAN,BIST İSTANBUL,2026-08-08
CUSAN,BIST TÜM,2026-08-08
CUSAN,BIST METAL ANA,2026-08-08
CVKMD,BIST 100-30,2026-08-08
CVKMD,BIST BURSA,2026-08-08
CVKMD,BIST 500,2026-08-08
CVKMD,BIST KATILIM TUM,2026-08-08
CVKMD,BIST KATILIM 100,2026-08-08
CVKMD,BIST YILDIZ,2026-08-08
CVKMD,BIST MADENCİLİK,2026-08-08
CVKMD,BIST TÜM,2026-08-08
CVKMD,BIST 100,2026-08-08
CVKMD,BIST KATILIM 50,2026-08-08
CVKMD,BIST KATILIM 30,2026-08-08
CVKMD,BIST SINAİ,2026-08-08
CWENE,BIST HİZMETLER,2026-08-08
CWENE,BIST KATILIM 50,2026-08-08
CWENE,BIST KATILIM TUM,2026-08-08
CWENE,BIST 100,2026-08-08
CWENE,BIST ANTALYA,2026-08-08
CWENE,BIST KATILIM 30,2026-08-08
CWENE,BIST YILDIZ,2026-08-08
CWENE,BIST KATILIM 100,2026-08-08
CWENE,BIST 100-30,2026-08-08
CWENE,BIST TÜM,2026-08-08
CWENE,BIST 500,2026-08-08
CWENE,BIST ELEKTRİK,2026-08-08
DAGI,BIST GERİ ALIM,2026-08-08
DAGI,BIST TÜM-100,2026-08-08
DAGI,BIST 500,2026-08-08
DAGI,BIST İSTANBUL,2026-08-08
DAGI,"BIST TEKSTİL, DERİ",2026-08-08
DAGI,BIST SINAİ,2026-08-08
DAGI,BIST ANA,2026-08-08
DAGI,BIST TÜM,2026-08-08
DAPGM,BIST KATILIM 100,2026-08-08
DAPGM,BIST 100-30,2026-08-08
DAPGM,BIST İSTANBUL,2026-08-08
DAPGM,BIST HİZMETLER,2026-08-08
DAPGM,BIST 500,2026-08-08
DAPGM,BIST YILDIZ,2026-08-08
DAPGM,BIST KATILIM TUM,2026-08-08
DAPGM,BIST 100,2026-08-08
DAPGM,BIST TÜM,2026-08-08
DAPGM,BIST KATILIM 30,2026-08-08
DAPGM,BIST KATILIM 50,2026-08-08
DAPGM,BIST İNŞAAT,2026-08-08
DARDL,"BIST GIDA, İÇECEK",2026-08-08
DARDL,BIST KATILIM TUM,2026-08-08
DARDL,BIST TÜM,2026-08-08
DARDL,BIST SINAİ,2026-08-08
DARDL,BIST ANA,2026-08-08
DARDL,BIST 500,2026-08-08
DARDL,BIST TÜM-100,2026-08-08
DCTTR,BIST TÜM-100,2026-08-08
DCTTR,BIST KATILIM 100,2026-08-08
DCTTR,BIST HİZMETLER,2026-08-08
DCTTR,BIST TOPTAN TICARET,2026-08-08
DCTTR,BIST TÜM,2026-08-08
DCTTR,BIST KATILIM TUM,2026-08-08
DCTTR,BIST 500,2026-08-08
DCTTR,BIST TİCARET,2026-08-08
DCTTR,BIST ANA,2026-08-08
DCTTR,BIST İSTANBUL,2026-08-08
DENGE,BIST İSTANBUL,2026-08-08
DENGE,BIST TÜM,2026-08-08
DENGE,BIST KATILIM TUM,2026-08-08
DENGE,BIST ANA,2026-08-08
DENGE,BIST HOLDİNG VE YATIRIM,2026-08-08
DENGE,BIST TÜM-100,2026-08-08
DENGE,BIST MALİ,2026-08-08
DENGE,BIST 500,2026-08-08
DERHL,BIST TÜM-100,2026-08-08
DERHL,BIST TÜM,2026-08-08
DERHL,BIST 500,2026-08-08
DERHL,BIST İSTANBUL,2026-08-08
DERHL,BIST HOLDİNG VE YATIRIM,2026-08-08
DERHL,BIST MALİ,2026-08-08
DERHL,BIST ANA,2026-08-08
DERIM,"BIST TEKSTİL, DERİ",2026-08-08
DERIM,BIST TÜM-100,2026-08-08
DERIM,BIST TÜM,2026-08-08
DERIM,BIST ANA,2026-08-08
DERIM,BIST SINAİ,2026-08-08
DERIM,BIST İSTANBUL,2026-08-08
DESA,BIST TÜM,2026-08-08
DESA,BIST TÜM-100,2026-08-08
DESA,BIST 500,2026-08-08
DESA,"BIST TEKSTİL, DERİ",2026-08-08
DESA,BIST SINAİ,2026-08-08
DESA,BIST ANA,2026-08-08
DESPC,BIST TÜM-100,2026-08-08
DESPC,BIST İSTANBUL,2026-08-08
DESPC,BIST TEKNOLOJİ,2026-08-08
DESPC,BIST BİLİŞİM,2026-08-08
DESPC,BIST TÜM,2026-08-08
DESPC,BIST ANA,2026-08-08
DESPC,BIST KATILIM TUM,2026-08-08
DEVA,BIST TÜM,2026-08-08
DEVA,BIST TÜM-100,2026-08-08
DEVA,BIST SINAİ,2026-08-08
DEVA,BIST 500,2026-08-08
DEVA,BIST YILDIZ,2026-08-08
DEVA,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
DEVA,BIST TEKİRDAĞ,2026-08-08
DGATE,BIST İSTANBUL,2026-08-08
DGATE,BIST TEKNOLOJİ,2026-08-08
DGATE,BIST TÜM,2026-08-08
DGATE,BIST ANA,2026-08-08
DGATE,BIST BİLİŞİM,2026-08-08
DGATE,BIST KATILIM TUM,2026-08-08
DGATE,BIST 500,2026-08-08
DGATE,BIST TÜM-100,2026-08-08
DGGYO,BIST TÜM-100,2026-08-08
DGGYO,BIST TÜM,2026-08-08
DGGYO,BIST KURUMSAL YÖNETİM,2026-08-08
DGGYO,BIST MALİ,2026-08-08
DGGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
DGNMO,BIST SINAİ,2026-08-08
DGNMO,BIST 500,2026-08-08
DGNMO,BIST ANA,2026-08-08
DGNMO,BIST KURUMSAL YÖNETİM,2026-08-08
DGNMO,BIST TÜM-100,2026-08-08
DGNMO,BIST TÜM,2026-08-08
DGNMO,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
DGNMO,"BIST ORMAN, KAĞIT, BASIM",2026-08-08
DITAS,BIST KATILIM TUM,2026-08-08
DITAS,BIST 500,2026-08-08
DITAS,"BIST METAL EŞYA, MAKİNA",2026-08-08
DITAS,BIST ANA,2026-08-08
DITAS,BIST TÜM-100,2026-08-08
DITAS,BIST SINAİ,2026-08-08
DITAS,BIST TÜM,2026-08-08
DMRGD,BIST ANA,2026-08-08
DMRGD,BIST TÜM,2026-08-08
DMRGD,"BIST GIDA, İÇECEK",2026-08-08
DMRGD,BIST TÜM-100,2026-08-08
DMRGD,BIST SINAİ,2026-08-08
DMRGD,BIST İSTANBUL,2026-08-08
DMRGD,BIST 500,2026-08-08
DMSAS,BIST KATILIM TUM,2026-08-08
DMSAS,BIST TÜM-100,2026-08-08
DMSAS,BIST 500,2026-08-08
DMSAS,BIST ANA,2026-08-08
DMSAS,BIST METAL ANA,2026-08-08
DMSAS,BIST SINAİ,2026-08-08
DMSAS,BIST TÜM,2026-08-08
DNISI,BIST KATILIM TUM,2026-08-08
DNISI,BIST KOBI SANAYİ,2026-08-08
DNISI,BIST 500,2026-08-08
DNISI,BIST İZMİR,2026-08-08
DNISI,BIST SINAİ,2026-08-08
DNISI,BIST TÜM,2026-08-08
DNISI,BIST ANA,2026-08-08
DNISI,BIST TÜM-100,2026-08-08
DNISI,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
DOAS,BIST 100,2026-08-08
DOAS,BIST TİCARET,2026-08-08
DOAS,BIST TEMETTÜ 25,2026-08-08
DOAS,BIST TEMETTÜ,2026-08-08
DOAS,BIST YILDIZ,2026-08-08
DOAS,BIST TÜM,2026-08-08
DOAS,BIST TOPTAN TICARET,2026-08-08
DOAS,BIST TEMETTU 5 YIL,2026-08-08
DOAS,BIST KURUMSAL YÖNETİM,2026-08-08
DOAS,BIST 100-30,2026-08-08
DOAS,BIST İSTANBUL,2026-08-08
DOAS,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
DOAS,BIST HİZMETLER,2026-08-08
DOAS,BIST 500,2026-08-08
DOCO,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
DOCO,BIST YIYECEK VE ICECEK  HIZMETLERI,2026-08-08
DOCO,BIST HİZMETLER,2026-08-08
DOCO,BIST TURİZM,2026-08-08
DOCO,BIST TÜM-100,2026-08-08
DOCO,BIST TÜM,2026-08-08
DOCO,BIST ANA,2026-08-08
DOCO,BIST 500,2026-08-08
DOFER,BIST METAL ANA,2026-08-08
DOFER,BIST TÜM,2026-08-08
DOFER,BIST SINAİ,2026-08-08
DOFER,BIST TÜM-100,2026-08-08
DOFER,BIST 500,2026-08-08
DOFER,BIST KATILIM TUM,2026-08-08
DOFER,BIST ANA,2026-08-08
DOFRB,BIST 500,2026-08-08
DOFRB,BIST KATILIM TUM,2026-08-08
DOFRB,BIST TEKNOLOJİ,2026-08-08
DOFRB,BIST KATILIM 50,2026-08-08
DOFRB,BIST KATILIM 100,2026-08-08
DOFRB,BIST TÜM-100,2026-08-08
DOFRB,BIST HALKA ARZ,2026-08-08
DOFRB,BIST TÜM,2026-08-08
DOFRB,BIST BİLİŞİM,2026-08-08
DOFRB,BIST İSTANBUL,2026-08-08
DOFRB,BIST YILDIZ,2026-08-08
DOGUB,"BIST TAŞ, TOPRAK",2026-08-08
DOGUB,BIST SINAİ,2026-08-08
DOGUB,BIST KATILIM TUM,2026-08-08
DOGUB,BIST KOBI SANAYİ,2026-08-08
DOGUB,BIST TÜM-100,2026-08-08
DOGUB,BIST TÜM,2026-08-08
DOHOL,BIST MALİ,2026-08-08
DOHOL,BIST TÜM,2026-08-08
DOHOL,BIST 500,2026-08-08
DOHOL,BIST 100,2026-08-08
DOHOL,BIST YILDIZ,2026-08-08
DOHOL,BIST İSTANBUL,2026-08-08
DOHOL,BIST HOLDİNG VE YATIRIM,2026-08-08
DOHOL,BIST TEMETTU 5 YIL,2026-08-08
DOHOL,BIST 100-30,2026-08-08
DOHOL,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
DOHOL,BIST KURUMSAL YÖNETİM,2026-08-08
DOKTA,BIST METAL ANA,2026-08-08
DOKTA,BIST TÜM-100,2026-08-08
DOKTA,BIST BURSA,2026-08-08
DOKTA,BIST TÜM,2026-08-08
DOKTA,BIST ANA,2026-08-08
DOKTA,BIST SINAİ,2026-08-08
DSTKF,BIST YILDIZ,2026-08-08
DSTKF,BIST FİN. KİR. FAKTORİNG,2026-08-08
DSTKF,BIST 50,2026-08-08
DSTKF,BIST 500,2026-08-08
DSTKF,BIST 100,2026-08-08
DSTKF,BIST 30,2026-08-08
DSTKF,BIST TÜM,2026-08-08
DSTKF,BIST MALİ,2026-08-08
DSTKF,BIST HALKA ARZ,2026-08-08
DUNYH,BIST TÜM,2026-08-08
DUNYH,BIST HOLDİNG VE YATIRIM,2026-08-08
DUNYH,BIST ANA,2026-08-08
DUNYH,BIST İSTANBUL,2026-08-08
DUNYH,BIST TÜM-100,2026-08-08
DUNYH,BIST MALİ,2026-08-08
DUNYH,BIST 500,2026-08-08
DURDO,"BIST ORMAN, KAĞIT, BASIM",2026-08-08
DURDO,BIST 500,2026-08-08
DURDO,BIST SINAİ,2026-08-08
DURDO,BIST TÜM-100,2026-08-08
DURDO,BIST İSTANBUL,2026-08-08
DURDO,BIST ANA,2026-08-08
DURDO,BIST TÜM,2026-08-08
DURKN,"BIST GIDA, İÇECEK",2026-08-08
DURKN,BIST ANA,2026-08-08
DURKN,BIST ANKARA,2026-08-08
DURKN,BIST TÜM,2026-08-08
DURKN,BIST HALKA ARZ,2026-08-08
DURKN,BIST SINAİ,2026-08-08
DURKN,BIST 500,2026-08-08
DURKN,BIST TÜM-100,2026-08-08
DYOBY,BIST KOCAELİ,2026-08-08
DYOBY,BIST ANA,2026-08-08
DYOBY,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
DYOBY,BIST SINAİ,2026-08-08
DYOBY,BIST TÜM-100,2026-08-08
DYOBY,BIST TÜM,2026-08-08
DYOBY,BIST 500,2026-08-08
DYOBY,BIST KATILIM TUM,2026-08-08
DZGYO,BIST TÜM,2026-08-08
DZGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
DZGYO,BIST TÜM-100,2026-08-08
DZGYO,BIST ANA,2026-08-08
DZGYO,BIST 500,2026-08-08
DZGYO,BIST MALİ,2026-08-08
EBEBK,BIST HİZMETLER,2026-08-08
EBEBK,BIST TÜM-100,2026-08-08
EBEBK,BIST TİCARET,2026-08-08
EBEBK,BIST TÜM,2026-08-08
EBEBK,BIST YILDIZ,2026-08-08
EBEBK,BIST KATILIM TUM,2026-08-08
EBEBK,BIST PERAKENDE TICARET,2026-08-08
EBEBK,BIST TEMETTÜ,2026-08-08
EBEBK,BIST KATILIM TEMETTU,2026-08-08
EBEBK,BIST 500,2026-08-08
ECILC,BIST 100-30,2026-08-08
ECILC,BIST TEMETTÜ 25,2026-08-08
ECILC,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ECILC,BIST HOLDİNG VE YATIRIM,2026-08-08
ECILC,BIST YILDIZ,2026-08-08
ECILC,BIST 50,2026-08-08
ECILC,BIST 100,2026-08-08
ECILC,BIST MALİ,2026-08-08
ECILC,BIST TEMETTÜ,2026-08-08
ECILC,BIST 500,2026-08-08
ECILC,BIST İSTANBUL,2026-08-08
ECILC,BIST TEMETTU 10 YIL,2026-08-08
ECILC,BIST TEMETTU 5 YIL,2026-08-08
ECILC,BIST TÜM,2026-08-08
ECOGR,BIST TÜM,2026-08-08
ECOGR,BIST YILDIZ,2026-08-08
ECOGR,BIST 500,2026-08-08
ECOGR,BIST HALKA ARZ,2026-08-08
ECOGR,BIST ELEKTRİK,2026-08-08
ECOGR,BIST HİZMETLER,2026-08-08
ECOGR,BIST TÜM-100,2026-08-08
ECOGR,BIST DENİZLİ,2026-08-08
ECZYT,BIST MALİ,2026-08-08
ECZYT,BIST HOLDİNG VE YATIRIM,2026-08-08
ECZYT,BIST TÜM-100,2026-08-08
ECZYT,BIST YILDIZ,2026-08-08
ECZYT,BIST TEMETTU 10 YIL,2026-08-08
ECZYT,BIST TEMETTÜ,2026-08-08
ECZYT,BIST İSTANBUL,2026-08-08
ECZYT,BIST TEMETTU 5 YIL,2026-08-08
ECZYT,BIST TÜM,2026-08-08
ECZYT,BIST 500,2026-08-08
EDATA,BIST ANKARA,2026-08-08
EDATA,BIST KATILIM TUM,2026-08-08
EDATA,BIST 500,2026-08-08
EDATA,BIST TÜM-100,2026-08-08
EDATA,BIST BİLİŞİM,2026-08-08
EDATA,BIST TÜM,2026-08-08
EDATA,BIST TEKNOLOJİ,2026-08-08
EDATA,BIST ANA,2026-08-08
EDIP,BIST TÜM-100,2026-08-08
EDIP,BIST KATILIM TUM,2026-08-08
EDIP,BIST ANA,2026-08-08
EDIP,BIST TÜM,2026-08-08
EDIP,BIST 500,2026-08-08
EDIP,BIST HİZMETLER,2026-08-08
EDIP,BIST İNŞAAT,2026-08-08
EDIP,BIST İSTANBUL,2026-08-08
EFOR,"BIST GIDA, İÇECEK",2026-08-08
EFOR,BIST KATILIM 50,2026-08-08
EFOR,BIST 500,2026-08-08
EFOR,BIST KATILIM TUM,2026-08-08
EFOR,BIST SINAİ,2026-08-08
EFOR,BIST KATILIM 30,2026-08-08
EFOR,BIST YILDIZ,2026-08-08
EFOR,BIST 50,2026-08-08
EFOR,BIST 100,2026-08-08
EFOR,BIST 100-30,2026-08-08
EFOR,BIST TÜM,2026-08-08
EFOR,BIST KATILIM 100,2026-08-08
EGEEN,BIST SINAİ,2026-08-08
EGEEN,BIST TEMETTU 10 YIL,2026-08-08
EGEEN,"BIST METAL EŞYA, MAKİNA",2026-08-08
EGEEN,BIST TEMETTU 5 YIL,2026-08-08
EGEEN,BIST 500,2026-08-08
EGEEN,BIST İZMİR,2026-08-08
EGEEN,BIST TÜM-100,2026-08-08
EGEEN,BIST TÜM,2026-08-08
EGEEN,BIST YILDIZ,2026-08-08
EGEGY,BIST TÜM,2026-08-08
EGEGY,BIST TÜM-100,2026-08-08
EGEGY,BIST ANA,2026-08-08
EGEGY,BIST HALKA ARZ,2026-08-08
EGEGY,BIST 500,2026-08-08
EGEGY,BIST MALİ,2026-08-08
EGEGY,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
EGEPO,BIST TÜM,2026-08-08
EGEPO,BIST TÜM-100,2026-08-08
EGEPO,BIST 500,2026-08-08
EGEPO,BIST KATILIM TUM,2026-08-08
EGEPO,BIST İZMİR,2026-08-08
EGEPO,BIST HİZMETLER,2026-08-08
EGEPO,BIST ANA,2026-08-08
EGGUB,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
EGGUB,BIST KATILIM TEMETTU,2026-08-08
EGGUB,BIST İZMİR,2026-08-08
EGGUB,BIST TEMETTÜ,2026-08-08
EGGUB,BIST TEMETTU 5 YIL,2026-08-08
EGGUB,BIST TEMETTU 10 YIL,2026-08-08
EGGUB,BIST KATILIM TUM,2026-08-08
EGGUB,BIST TÜM-100,2026-08-08
EGGUB,BIST KATILIM 100,2026-08-08
EGGUB,BIST 500,2026-08-08
EGGUB,BIST TÜM,2026-08-08
EGGUB,BIST SINAİ,2026-08-08
EGGUB,BIST YILDIZ,2026-08-08
EGPRO,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
EGPRO,BIST KATILIM TEMETTU,2026-08-08
EGPRO,BIST İZMİR,2026-08-08
EGPRO,BIST TEMETTU 5 YIL,2026-08-08
EGPRO,BIST TÜM,2026-08-08
EGPRO,BIST 500,2026-08-08
EGPRO,BIST KATILIM TUM,2026-08-08
EGPRO,BIST TÜM-100,2026-08-08
EGPRO,BIST YILDIZ,2026-08-08
EGPRO,BIST TEMETTÜ,2026-08-08
EGPRO,BIST SINAİ,2026-08-08
EGSER,BIST İZMİR,2026-08-08
EGSER,"BIST TAŞ, TOPRAK",2026-08-08
EGSER,BIST ANA,2026-08-08
EGSER,BIST TÜM,2026-08-08
EGSER,BIST TÜM-100,2026-08-08
EGSER,BIST SINAİ,2026-08-08
EKDMR,BIST SINAİ,2026-08-08
EKDMR,BIST TÜM,2026-08-08
EKDMR,BIST 500,2026-08-08
EKDMR,BIST TÜM-100,2026-08-08
EKDMR,BIST HALKA ARZ,2026-08-08
EKDMR,BIST YILDIZ,2026-08-08
EKDMR,BIST METAL ANA,2026-08-08
EKGYO,BIST KATILIM 30,2026-08-08
EKGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
EKGYO,BIST BANKA DIŞI LİKİT 10,2026-08-08
EKGYO,BIST KATILIM 50,2026-08-08
EKGYO,BIST 30,2026-08-08
EKGYO,BIST 100,2026-08-08
EKGYO,BIST YILDIZ,2026-08-08
EKGYO,BIST 500,2026-08-08
EKGYO,BIST KATILIM 100,2026-08-08
EKGYO,BIST MALİ,2026-08-08
EKGYO,BIST 50,2026-08-08
EKGYO,BIST KATILIM TUM,2026-08-08
EKGYO,BIST TÜM,2026-08-08
EKIM,BIST GERİ ALIM,2026-08-08
EKIM,BIST İSTANBUL,2026-08-08
EKIM,BIST HİZMETLER,2026-08-08
EKIM,BIST HALKA ARZ,2026-08-08
EKIM,BIST TÜM,2026-08-08
EKIM,BIST YILDIZ,2026-08-08
EKIM,BIST TÜM-100,2026-08-08
EKOS,BIST 500,2026-08-08
EKOS,BIST SINAİ,2026-08-08
EKOS,BIST BALIKESİR,2026-08-08
EKOS,"BIST METAL EŞYA, MAKİNA",2026-08-08
EKOS,BIST ANA,2026-08-08
EKOS,BIST TÜM-100,2026-08-08
EKOS,BIST TÜM,2026-08-08
EKSUN,BIST TEKİRDAĞ,2026-08-08
EKSUN,BIST TÜM-100,2026-08-08
EKSUN,BIST 500,2026-08-08
EKSUN,BIST ANA,2026-08-08
EKSUN,BIST TÜM,2026-08-08
EKSUN,BIST KATILIM TUM,2026-08-08
EKSUN,"BIST GIDA, İÇECEK",2026-08-08
EKSUN,BIST SINAİ,2026-08-08
ELITE,BIST KATILIM TEMETTU,2026-08-08
ELITE,BIST ANA,2026-08-08
ELITE,BIST TEMETTÜ,2026-08-08
ELITE,BIST ANKARA,2026-08-08
ELITE,BIST TÜM-100,2026-08-08
ELITE,BIST 500,2026-08-08
ELITE,BIST SINAİ,2026-08-08
ELITE,BIST KATILIM TUM,2026-08-08
ELITE,"BIST GIDA, İÇECEK",2026-08-08
ELITE,BIST TÜM,2026-08-08
EMKEL,BIST 500,2026-08-08
EMKEL,BIST KOBI SANAYİ,2026-08-08
EMKEL,BIST SINAİ,2026-08-08
EMKEL,BIST ANKARA,2026-08-08
EMKEL,BIST TÜM,2026-08-08
EMKEL,"BIST METAL EŞYA, MAKİNA",2026-08-08
EMKEL,BIST TÜM-100,2026-08-08
EMKEL,BIST ANA,2026-08-08
EMPAE,BIST KATILIM TEMETTU,2026-08-08
EMPAE,BIST ANA,2026-08-08
EMPAE,BIST TÜM-100,2026-08-08
EMPAE,BIST TÜM,2026-08-08
EMPAE,BIST BİLİŞİM,2026-08-08
EMPAE,BIST TEKNOLOJİ,2026-08-08
EMPAE,BIST TEMETTÜ,2026-08-08
EMPAE,BIST 500,2026-08-08
EMPAE,BIST İSTANBUL,2026-08-08
EMPAE,BIST HALKA ARZ,2026-08-08
EMPAE,BIST KATILIM TUM,2026-08-08
ENDAE,BIST YILDIZ,2026-08-08
ENDAE,BIST HALKA ARZ,2026-08-08
ENDAE,BIST ELEKTRİK,2026-08-08
ENDAE,BIST HİZMETLER,2026-08-08
ENDAE,BIST TÜM-100,2026-08-08
ENDAE,BIST TÜM,2026-08-08
ENDAE,BIST GERİ ALIM,2026-08-08
ENDAE,BIST İZMİR,2026-08-08
ENDAE,BIST 500,2026-08-08
ENERY,BIST ELEKTRİK,2026-08-08
ENERY,BIST YILDIZ,2026-08-08
ENERY,BIST GERİ ALIM,2026-08-08
ENERY,BIST 100,2026-08-08
ENERY,BIST HİZMETLER,2026-08-08
ENERY,BIST 100-30,2026-08-08
ENERY,BIST TEMETTÜ,2026-08-08
ENERY,BIST TÜM,2026-08-08
ENERY,BIST 500,2026-08-08
ENERY,BIST İSTANBUL,2026-08-08
ENJSA,BIST YILDIZ,2026-08-08
ENJSA,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ENJSA,BIST HİZMETLER,2026-08-08
ENJSA,BIST İSTANBUL,2026-08-08
ENJSA,BIST 100,2026-08-08
ENJSA,BIST KATILIM 50,2026-08-08
ENJSA,BIST KATILIM TUM,2026-08-08
ENJSA,BIST KATILIM 100,2026-08-08
ENJSA,BIST SÜRDÜRÜLEBİLİRLİK KATILIM,2026-08-08
ENJSA,BIST KURUMSAL YÖNETİM,2026-08-08
ENJSA,BIST TEMETTU 5 YIL,2026-08-08
ENJSA,BIST 100-30,2026-08-08
ENJSA,BIST ELEKTRİK,2026-08-08
ENJSA,BIST 500,2026-08-08
ENJSA,BIST TÜM,2026-08-08
ENKAI,BIST TEMETTÜ,2026-08-08
ENKAI,BIST 100,2026-08-08
ENKAI,BIST 50,2026-08-08
ENKAI,BIST YILDIZ,2026-08-08
ENKAI,BIST TEMETTU 5 YIL,2026-08-08
ENKAI,BIST SÜRDÜRÜLEBİLİRLİK 25,2026-08-08
ENKAI,BIST TEMETTU 10 YIL,2026-08-08
ENKAI,BIST İSTANBUL,2026-08-08
ENKAI,BIST 30,2026-08-08
ENKAI,BIST 500,2026-08-08
ENKAI,BIST TEMETTÜ 25,2026-08-08
ENKAI,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
ENKAI,BIST TÜM,2026-08-08
ENKAI,BIST İNŞAAT,2026-08-08
ENKAI,BIST HİZMETLER,2026-08-08
ENKAI,BIST KURUMSAL YÖNETİM,2026-08-08
ENSRI,BIST KOBI SANAYİ,2026-08-08
ENSRI,BIST TÜM,2026-08-08
ENSRI,BIST TÜM-100,2026-08-08
ENSRI,BIST 500,2026-08-08
ENSRI,BIST ANA,2026-08-08
ENSRI,"BIST TEKSTİL, DERİ",2026-08-08
ENSRI,BIST TEKİRDAĞ,2026-08-08
ENSRI,BIST SINAİ,2026-08-08
ENTRA,BIST YILDIZ,2026-08-08
ENTRA,BIST TÜM,2026-08-08
ENTRA,BIST ELEKTRİK,2026-08-08
ENTRA,BIST ANKARA,2026-08-08
ENTRA,BIST 500,2026-08-08
ENTRA,BIST TÜM-100,2026-08-08
ENTRA,BIST HİZMETLER,2026-08-08
EPLAS,BIST TÜM,2026-08-08
EPLAS,BIST SINAİ,2026-08-08
EPLAS,BIST TÜM-100,2026-08-08
EPLAS,BIST ANA,2026-08-08
EPLAS,BIST 500,2026-08-08
EPLAS,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
EPLAS,BIST İZMİR,2026-08-08
ERBOS,BIST TÜM-100,2026-08-08
ERBOS,BIST KAYSERİ,2026-08-08
ERBOS,BIST ANA,2026-08-08
ERBOS,BIST METAL ANA,2026-08-08
ERBOS,BIST SINAİ,2026-08-08
ERBOS,BIST TÜM,2026-08-08
ERCB,BIST TÜM-100,2026-08-08
ERCB,BIST TÜM,2026-08-08
ERCB,BIST ANA,2026-08-08
ERCB,BIST METAL ANA,2026-08-08
ERCB,BIST SINAİ,2026-08-08
ERCB,BIST 500,2026-08-08
EREGL,BIST 500,2026-08-08
EREGL,BIST SINAİ,2026-08-08
EREGL,BIST METAL ANA,2026-08-08
EREGL,BIST 100,2026-08-08
EREGL,BIST KATILIM TUM,2026-08-08
EREGL,BIST KATILIM 100,2026-08-08
EREGL,BIST BANKA DIŞI LİKİT 10,2026-08-08
EREGL,BIST 50,2026-08-08
EREGL,BIST 30,2026-08-08
EREGL,BIST KURUMSAL YÖNETİM,2026-08-08
EREGL,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
EREGL,BIST YILDIZ,2026-08-08
EREGL,BIST TEMETTÜ,2026-08-08
EREGL,BIST TEMETTÜ 25,2026-08-08
EREGL,BIST KATILIM 30,2026-08-08
EREGL,BIST KATILIM 50,2026-08-08
EREGL,BIST SÜRDÜRÜLEBİLİRLİK KATILIM,2026-08-08
EREGL,BIST TÜM,2026-08-08
EREGL,BIST KATILIM TEMETTU,2026-08-08
ERSU,BIST TÜM,2026-08-08
ERSU,"BIST GIDA, İÇECEK",2026-08-08
ERSU,BIST KONYA,2026-08-08
ERSU,BIST SINAİ,2026-08-08
ERSU,BIST KOBI SANAYİ,2026-08-08
ERSU,BIST TÜM-100,2026-08-08
ESCAR,BIST TÜM-100,2026-08-08
ESCAR,BIST HİZMETLER,2026-08-08
ESCAR,BIST TÜM,2026-08-08
ESCAR,BIST 500,2026-08-08
ESCAR,BIST YILDIZ,2026-08-08
ESCAR,BIST İSTANBUL,2026-08-08
ESCOM,BIST TEKNOLOJİ,2026-08-08
ESCOM,BIST BİLİŞİM,2026-08-08
ESCOM,BIST TÜM,2026-08-08
ESCOM,BIST KATILIM TUM,2026-08-08
ESCOM,BIST İSTANBUL,2026-08-08
ESCOM,BIST TÜM-100,2026-08-08
ESCOM,BIST ANA,2026-08-08
ESCOM,BIST 500,2026-08-08
ESEN,BIST ELEKTRİK,2026-08-08
